conversation_utterance_id,conversation_id,utterance_id,utterance,rank,score,passage,passage_id
59_2,59,2,What are the most common types of injuries?,8.0,0.9868155121803284,"According to the U.S. Department of Labor's recent workplace safety index, some of the most common work-related injuries are: Overextension. Consistently rated as the most common work-related injury, overextension occurs most often when a worker is pulling, pushing, lifting, gripping, carrying or throwing. Overextension is known to cause sprained and torn muscles, tendons, and ligaments.",MARCO_3836120
59_2,59,2,What are the most common types of injuries?,9.0,0.9865542650222778,"The most common types of repetitive motion injuries are tendinitis and bursitis, injuries to tendons and bursae, respectively. These disorders are difficult to distinguish and often coexist. Tendinitis. A tendon is a white fibrous tissue that connects muscle to bone and allows for movement at all joints throughout the body.",MARCO_1031280
59_3,59,3,What is the ACL?,1.0,0.9945008754730223,"ACL. Short for Access Control List, an ACL is a list containing one or more ACE which are used by an operating system or other network device to appropriately restrict the rights users have. For example, an ACL may specify if a user or the users group have access to a file or folder on that computer or network.",MARCO_1264491
59_3,59,3,What is the ACL?,2.0,0.9938348531723022,"What is the ACL? The ACL, or the Anterior Cruciate Ligament, is one of four main ligaments around the knee that connect the femur (thigh bone) to the tibia (shin bone). The ACL prevents the tibia from sliding forward on the femur, and provides stability to the knee with twisting or pivoting activities, such as playing basketball and soccer.",MARCO_3717892
59_3,59,3,What is the ACL?,3.0,0.9931377172470092,"From Wikipedia, the free encyclopedia. An access control list (ACL), with respect to a computer file system, is a list of permissions attached to an object. An ACL specifies which users or system processes are granted access to objects, as well as what operations are allowed on given objects.",MARCO_1264486
59_3,59,3,What is the ACL?,4.0,0.9929176568984984,"From Wikipedia, the free encyclopedia. An access control list (ACL), with respect to a computer file system, is a list of permissions attached to an object. An ACL specifies which users or system processes are granted access to objects, as well as what operations are allowed on given objects. Each entry in a typical ACL specifies a subject and an operation.",MARCO_7584181
59_3,59,3,What is the ACL?,5.0,0.9922698736190796,Asynchronous Connection-Less (ACL) is a communications protocol. It is used as a transmission link used for data communication in the Bluetooth system or as a definition with access code(72bit) + packet header(54bit) + payload + CRC(16bit). Asynchronous Connection-Less Link (ACL) is used when data is more important than avoiding latency.,MARCO_618117
59_3,59,3,What is the ACL?,6.0,0.9911778569221495,"An access control list (ACL), with respect to a computer file system, is a list of permissions attached to an object. An ACL specifies which users or system processes are granted access to objects, as well as what operations are allowed on given objects.",MARCO_1264484
59_3,59,3,What is the ACL?,7.0,0.9909619688987732,"Stands for Access Control List.. An ACL is a list of user permissions for a file, folder, or other object. It defines what users and groups can access the object and what operations they can perform. These operations typically include read, write, and execute.",MARCO_1264492
59_3,59,3,What is the ACL?,8.0,0.9909046292304992,"An access control list (ACL), with respect to a computer file system, is a list of permissions attached to an object. An ACL specifies which users or system processes are granted access to objects, as well as what operations are allowed on given objects. Each entry in a typical ACL specifies a subject and an operation.",MARCO_1264483
59_3,59,3,What is the ACL?,9.0,0.9892359375953674,"What is the Anterior Cruciate Ligament - ACL? The anterior cruciate ligament (ACL) is one of four ligaments critical to stabilizing the knee joint. A ligament is made of tough fibrous material and functions to control excessive motion by limiting joint mobility. Of the four major ligaments of the knee, the ACL is the most frequently injured.",MARCO_3717896
59_4,59,4,What is an injury for the ACL?,1.0,0.9929484128952026,"An ACL injury is the tearing of the anterior cruciate (KROO-she-ate) ligament (ACL) â one of the major ligaments in your knee. ACL injuries most commonly occur during sports that involve sudden stops, jumping or changes in direction â such as basketball, soccer, football, tennis, downhill skiing, volleyball and gymnastics.",MARCO_6845932
59_4,59,4,What is an injury for the ACL?,2.0,0.9893910884857178,"ACL Injury. The ACL (anterior cruciate ligament) is one of the most commonly injured ligaments in the knee. Running diagonally through the middle of the joint, the ACL works together with three other ligaments to connect the femur (upper leg bone) to the tibia (lower leg bone).",MARCO_1172579
59_4,59,4,What is an injury for the ACL?,3.0,0.9893292784690856,"Knee Injuries. ACL (anterior cruciate ligament) injury. The ACL is one of four ligaments in the knee, connecting the bones of the upper and lower knee. An ACL injury is a tear in the ligament, ranging from mild to severe. Recovery Time: Physical rehabilitation after ACL surgery may take several months to a year.",MARCO_1789734
59_4,59,4,What is an injury for the ACL?,4.0,0.9891123175621032,"An anterior cruciate ligament (ACL) injury is a tear in the ACL ligament. The ACL is located in the middle of the knee joint and connects the lower leg bone to the thigh bone and prevents the leg bone from sliding too far forward at the knee, which would cause instability. Anterior Cruciate Ligament Injury.",MARCO_4920854
59_4,59,4,What is an injury for the ACL?,5.0,0.9883379340171814,"Types of ACL Injuries. ACL injuries can be classified by the amount of damage to the ligament (partial or complete disruption). Injury to the ACL is usually a complete disruption, classifying it as a Grade III complete tear. 1  Grade I Sprain-There is some stretching and micro-tearing of the ligament, but the ligament is intact and the joint remains stable.",MARCO_3326343
59_4,59,4,What is an injury for the ACL?,6.0,0.98751300573349,"Topic Overview. An anterior cruciate ligament, or ACL, injury is a tear in one of the knee ligaments that joins the upper leg bone with the lower leg bone. The ACL keeps the knee stable.our ACL can be injured if your knee joint is bent backward, twisted, or bent side to side. The chance of injury is higher if more than one of these movements occurs at the same time. Contact (being hit by another person or object) also can cause an ACL injury. An ACL injury often occurs during sports.",MARCO_1305741
59_4,59,4,What is an injury for the ACL?,7.0,0.9873560667037964,"Topic Overview. An anterior cruciate ligament, or ACL, injury is a tear in one of the knee ligaments that joins the upper leg bone with the lower leg bone. The ACL keeps the knee stable.Injuries range from mild, such as a small tear, to severe, such as when the ligament tears completely or when the ligament and part of the bone separate from the rest of the bone.Without treatment, the injured ACL is less able to control knee movement, and the bones are more likely to rub against each other.ometimes other knee ligaments or parts of the knee are also injured. This includes cartilage such as the menisci, or bones in the knee joint, which can be broken. Your ACL can be injured if your knee joint is bent backward, twisted, or bent side to side.",MARCO_8635081
59_4,59,4,What is an injury for the ACL?,8.0,0.9872254729270936,"An anterior cruciate ligament (ACL) injury is a tear in the ACL ligament. ... J, Joyce B, Shi K. A meta-analysis of the incidence of anterior cruciate ligament tears as a ... CALL YOUR HEALTHCARE PROVIDER IMMEDIATELY IF YOU THINK YOU MAY HAVE A MEDICAL EMERGENCY ...",MARCO_6775239
59_4,59,4,What is an injury for the ACL?,9.0,0.9865698218345642,"Topic Overview. An anterior cruciate ligament, or ACL, injury is a tear in one of the knee ligaments that joins the upper leg bone with the lower leg bone. The ACL keeps the knee stable.njuries range from mild, such as a small tear, to severe, such as when the ligament tears completely or when the ligament and part of the bone separate from the rest of the bone. Without treatment, the injured ACL is less able to control knee movement, and the bones are more likely to rub against each other.",MARCO_3364478
59_5,59,5,Tell me about the RICE method.,1.0,0.9923489093780518,"If you have sustained a foot or ankle injury, observing the RICE method of treatment is a good place to start, along with calling a podiatrist. The RICE method involves rest, ice, compression and elevation. When you have a lower extremity injury, it is important to elevate it at or above the level of your heart. This can be done if you are lying on your bed or a couch and simply putting some pillows under the injured limb.",MARCO_1801248
59_5,59,5,Tell me about the RICE method.,2.0,0.989560604095459,"Here are two standard methods for cooking rice: Method 1) Per cup (8 oz / 200 g) of rice, bring to a boil in a large saucepan 2 cups (16 oz / 500 ml) of water and 1 teaspoon of salt. Slowly pour in (don't stir) the rice; don't dump it all in at once. Stir lightly, then reduce to simmer, cover and cook for 15 minutes.",MARCO_5599105
59_5,59,5,Tell me about the RICE method.,3.0,0.988353967666626,"Here are two standard methods for cooking rice: Method 1 Per cup ( 8 oz / 200 g) of uncooked rice, bring to a boil in a large saucepan 2 cups (16 oz / 500 ml) of water and 1 teaspoon of salt. Don't dump the rice in all at once; slowly pour it in (don't stir while pouring.)",MARCO_2680290
59_5,59,5,Tell me about the RICE method.,4.0,0.9881076216697692,"Treatment of a sprains and strains is often accomplished with the RICE method. If you are unsure of the severity of your sprain or strain, talk to your doctor before beginning any treatment or rehab. The following is an explanation of the RICE method of treatment for sprains and strains: Rest: The first 24-48 hours after the injury is considered a critical treatment period and activities need to be curtailed. Gradually use the injured extremity as much as tolerated, by try to avoid any activities that cause pain.",MARCO_1834540
59_5,59,5,Tell me about the RICE method.,5.0,0.985306978225708,"Method 3: Fermented rice water. Fermented rice water is thought to be especially good for hair because of the pH change that occurs to the water during the fermentation process (the process brings the rice waterâs pH more closely in line with hairâs natural pH, and causes the release of a chemical called pitera that may promote the regeneration of cells).",MARCO_1215307
59_5,59,5,Tell me about the RICE method.,6.0,0.9849644303321838,"When figuring out how much rice to cook, remember that rice always basically triples in volume after cooking. Here are two standard methods for cooking rice: Method 1) Per cup (8 oz / 200 g) of rice, bring to a boil in a large saucepan 2 cups (16 oz / 500 ml) of water and 1 teaspoon of salt.Slowly pour in (don't stir) the rice; don't dump it all in at once. Stir lightly, then reduce to simmer, cover and cook for 15 minutes.ethod 1) Per cup (8 oz / 200 g) of rice, bring to a boil in a large saucepan 2 cups (16 oz / 500 ml) of water and 1 teaspoon of salt. Slowly pour in (don't stir) the rice; don't dump it all in at once. Stir lightly, then reduce to simmer, cover and cook for 15 minutes.",MARCO_6468003
59_5,59,5,Tell me about the RICE method.,7.0,0.9842479825019836,"Method 2 of 2: Making Southern Indian Lemon Rice. 1. Cook rice if you don't have any leftovers. Bring a scant 2 cups of water to a boil in a saucepan. Stir in basmati rice. If desired, add 1 tablespoon of butter and 1 teaspoon salt for extra flavor and a fluffier texture. Cover with a firm lid. Reduce heat and simmer for 15-20 minutes or until all water is absorbed.",MARCO_5122596
59_5,59,5,Tell me about the RICE method.,8.0,0.9822852611541748,"Method 1) Per cup (8 oz / 200 g) of rice, bring to a boil in a large saucepan 2 cups (16 oz / 500 ml) of water and 1 teaspoon of salt.Slowly pour in (don't stir) the rice; don't dump it all in at once. Stir lightly, then reduce to simmer, cover and cook for 15 minutes.ethod 1) Per cup (8 oz / 200 g) of rice, bring to a boil in a large saucepan 2 cups (16 oz / 500 ml) of water and 1 teaspoon of salt.",MARCO_6163710
59_5,59,5,Tell me about the RICE method.,9.0,0.981849491596222,Method. 1  Wash the rice well under cold running water to remove any excess starch and transfer to a saucepan which has a tight-fitting lid. 2  Mix the coconut milk and stock together and pour it over the washed rice. 3  Cover the saucepan with a lid and bring the rice to boil on high heat.,MARCO_8790049
59_6,59,6,Is there disagreement about the RICE method?,1.0,0.9849606156349182,"If you have sustained a foot or ankle injury, observing the RICE method of treatment is a good place to start, along with calling a podiatrist. The RICE method involves rest, ice, compression and elevation. When you have a lower extremity injury, it is important to elevate it at or above the level of your heart. This can be done if you are lying on your bed or a couch and simply putting some pillows under the injured limb.",MARCO_1801248
59_6,59,6,Is there disagreement about the RICE method?,2.0,0.9844225645065308,"Agreed, converted rice is not ideal for a rice cooker. Any rice that you can cook by the absorption method will work well. Absorption method simply means that when you are done cooking, the rice will have absorbed all of the water that didn't evaporate.",MARCO_8508360
59_6,59,6,Is there disagreement about the RICE method?,3.0,0.9699292778968812,"The researchers say this method causes the oil to enter in starch granules while it cooks and adds a protective layer, which ostensibly changes the structure of the rice granules so they becomes resistant to the digestive enzyme. Ultimately, this means that fewer calories from the rice are absorbed by the body.",MARCO_5655329
59_6,59,6,Is there disagreement about the RICE method?,4.0,0.9680900573730468,"Treatment of a sprains and strains is often accomplished with the RICE method. If you are unsure of the severity of your sprain or strain, talk to your doctor before beginning any treatment or rehab. The following is an explanation of the RICE method of treatment for sprains and strains: Rest: The first 24-48 hours after the injury is considered a critical treatment period and activities need to be curtailed. Gradually use the injured extremity as much as tolerated, by try to avoid any activities that cause pain.",MARCO_1834540
59_6,59,6,Is there disagreement about the RICE method?,5.0,0.966799259185791,"Method 3: Fermented rice water. Fermented rice water is thought to be especially good for hair because of the pH change that occurs to the water during the fermentation process (the process brings the rice waterâs pH more closely in line with hairâs natural pH, and causes the release of a chemical called pitera that may promote the regeneration of cells).",MARCO_1215307
59_6,59,6,Is there disagreement about the RICE method?,6.0,0.9637317061424256,"Rice cooked this way had at least 10 times the resistant starch as normally prepared rice and 10-15% fewer calories. But researchers think that with certain kinds of rice, the method could cut calories by 50-60%.",MARCO_2026108
59_6,59,6,Is there disagreement about the RICE method?,7.0,0.9636477828025818,"Some tried-and-true methods include: 1  Rice water: Boil high-quality rice in a lot of water, remove the grains, and offer the dog the creamy white soup thatâs left. 2  White rice. 3  Canned pumpkin (plain, not prepared pie filling) has the odd distinction of being effective for diarrhea and constipation.",MARCO_8023829
59_6,59,6,Is there disagreement about the RICE method?,8.0,0.958981156349182,"If you got a swollen finger either by jamming or twisting, then there is one method to apply, and that is RICE(not the eating rice). RICE stands for rest, ice, compression and elevation. The first step to follow is when your finger is swollen, rest the area and apply ice for about ten minutes to the swollen area.",MARCO_8646269
59_6,59,6,Is there disagreement about the RICE method?,9.0,0.9564837217330932,"After cooking, stick it in the fridge for 12 hours. Rice cooked this way had at least 10 times the resistant starch as normally prepared rice and 10-15% fewer calories. But researchers think that with certain kinds of rice, the method could cut calories by 50-60%.",MARCO_6670934
59_7,59,7,What is arnica used for in sports injuries?,1.0,0.995604395866394,"Arnica is useful prior to dental work, surgeries, and prolonged sports training to help the body gear up for repairing tissues from trauma; Arnica should also be considered for any symptoms that develop post-injury. Arnica helps with health concerns that involve the circulatory system.",MARCO_3699239
59_7,59,7,What is arnica used for in sports injuries?,2.0,0.9920405745506288,"'Arnica has stood the test of time. Homeopaths have used it for more than 200 years to treat injuries, in particular swelling and bruising.'. Even Professor Ernst concedes the study does not necessarily discount arnica or the effectiveness of homeopathy.omeopaths have used it for more than 200 years to treat injuries, in particular swelling and bruising.'. Even Professor Ernst concedes the study does not necessarily discount arnica or the effectiveness of homeopathy.",MARCO_5901274
59_7,59,7,What is arnica used for in sports injuries?,3.0,0.9912007451057434,"Typically, the person's symptoms are worse in a warm room and are relieved in a cool room or in the open air. Arnica (mountain daisy): This is the #1 remedy in sports medicine and first aid. It is used for shock and trauma from injury. It also helps to reduce pain from injury and to speed the healing process.ypically, the person's symptoms are worse in a warm room and are relieved in a cool room or in the open air. Arnica (mountain daisy): This is the #1 remedy in sports medicine and first aid. It is used for shock and trauma from injury. It also helps to reduce pain from injury and to speed the healing process.",MARCO_7787218
59_7,59,7,What is arnica used for in sports injuries?,4.0,0.9903171062469482,"Overview. Arnica (Arnica montana) has been used for medicinal purposes since the 1500s and is still popular today. Applied to the skin as a cream, ointment, liniment, salve, or tincture, arnica has been used to soothe muscle aches, reduce inflammation, and heal wounds.It is commonly used for injuries, such as sprains and bruises.As an herb, arnica is usually used topically (on the skin) because it can cause serious side effects when taken by mouth. Oral homeopathic remedies do contain arnica, but they use a diluted form that is not considered dangerous.rnica is a perennial that grows to a height of 1 to 2 feet with yellow-orange flowers similar to daisies. Stems are round and hairy, ending in 1 to 3 flower stalks, with flowers 2 to 3 inches across. Leaves are bright green. The upper leaves are toothed and slightly hairy, while lower leaves have rounded tips.",MARCO_1779551
59_7,59,7,What is arnica used for in sports injuries?,5.0,0.9902605414390564,"Applied to the skin as a cream, ointment, liniment, salve, or tincture, arnica has been used to soothe muscle aches, reduce inflammation, and heal wounds. It is commonly used for injuries, such as sprains and bruises. As an herb, arnica is usually used topically (on the skin) because it can cause serious side effects when taken by mouth. Oral homeopathic remedies do contain arnica, but they use a diluted form that is not considered dangerous.",MARCO_5535131
59_7,59,7,What is arnica used for in sports injuries?,6.0,0.9901652932167052,"It can be safely taken before, during, and after an event. Arnica creams and gels can also be applied topically to sore and bruised muscles. Systemic enzymes are also an excellent option to speed the healing of mild to moderate muscle, tendon, ligament and joint injuries. They effectively reduce pain and swelling.",MARCO_176513
59_7,59,7,What is arnica used for in sports injuries?,7.0,0.990117847919464,"1 Arnica is used topically for a wide range of conditions, including bruises, sprains, muscle aches, wound healing, superficial phlebitis, joint pain, inflammation from insect bites, and swelling from broken bones. 2  More recent studies suggest it may also be helpful in the treatment of burns.",MARCO_3800566
59_7,59,7,What is arnica used for in sports injuries?,8.0,0.9891707301139832,"Indications for Homeopathic Arnica: Since homeopathic medicines have very specific indications for their usage it is important to understand what circumstances are best suited for Arnica (3). It is a perfect fit for all kinds of childhood bumps, bruises and contusions, and many occupational and sports injuries.",MARCO_1811674
59_7,59,7,What is arnica used for in sports injuries?,9.0,0.9881343245506288,"To help recover from minor injuries, overexertion or surgery, Arnica is a must for every medicine cabinet. Whether you are an active baby boomer, a weekend warrior or a professional athlete, itâs the perfect answer to all of lifeâs little injuries.",MARCO_3011869
59_8,59,8,What are some ways to avoid sports injuries?,1.0,0.9960722923278807,"Injury Prevention Basics. It's always better to prevent an injury than to recovery from one, so learning and following basic injury prevention advice is step one. The best way to avoid injuries is to be prepared for your sport, both physically and mentally. Don't succumb to the weekend warrior syndrome by doing more than your training allows.",MARCO_1630013
59_8,59,8,What are some ways to avoid sports injuries?,2.0,0.9927905797958374,Here are some ways to avoid knee injuries:  1 Warm up (stretch) your leg muscles before and after you exercise. 2  Take it slow when starting a new exercise program. 3  Wear good shoes that fit well and are right for the kind of sport or exercise that you are doing.octors find knee problems by: 1  taking your medical history. 2  doing a physical exam. 3  doing an X-ray of the painful area. 4  doing a CAT scan (Computerized Axial Tomography) of the painful area. 5  doing an MRI scan (Magnetic Resonance Imaging) of the painful area.,MARCO_4869322
59_8,59,8,What are some ways to avoid sports injuries?,3.0,0.9853061437606812,"Immobilization is a common treatment for sports injuries. It keeps you from moving the injured area and prevents more damage. To limit movement of your injured area, your doctor may recommend using a: Sling. Splint. Cast. Leg immobilizer. Surgery, in some cases, is needed to fix sports injuries. Surgery can fix torn tendons and ligaments or put broken bones back in place. Most sports injuries donât need surgery. Rehabilitation is a key part of treatment. It involves step-by-step exercises that get the injured area back to normal. Rehabilitation may include the following tips:",MARCO_7208306
59_8,59,8,What are some ways to avoid sports injuries?,4.0,0.9839038848876952,"1 For adequate protection, football players should wear football equipment that fits properly and is in good condition. 2  The helmet is the most important piece of equipment in terms of avoiding serious injury. 3  Other types of football equipment include shoulder pads, knee pads, shoes, and gloves.f you want to see your face up on the LED scoreboards or see yourself light up some electronic football scoreboards, these are a few things youâll be needing. The Helmet. A head injury is the most dangerous type of injury that a football player needs to be concerned about.",MARCO_3145769
59_8,59,8,What are some ways to avoid sports injuries?,5.0,0.9837769269943236,"Overuse injuries also happen in people who are returning to a sport or activity after injury and try to make up for lost time by pushing themselves to achieve the level of participation they were at before injury. Proper technique is critical in avoiding overuse injuries, as slight changes in form may be the culprit.ome tips for treating an overuse injury include: 1  Cutting back the intensity, duration, and frequency of an activity. 2  Adopting a hard/easy workout schedule and crosstraining with other activities to maintain fitness levels. 3  Learning about proper training and technique from a coach or athletic trainer.",MARCO_4612633
59_8,59,8,What are some ways to avoid sports injuries?,6.0,0.9785499572753906,"Gear up for your aerobic fitness! Finding the right shoes is an essential part of avoiding sports injuries and increasing speed. Before buying race-walking shoes, know what type of arch you have-high, neutral or flat.amed a women's Olympic sport in 1992, race walking differs from running and powerwalking with its two tricky technique rules. The first: You must be in contact with the ground at all times.",MARCO_1712033
59_8,59,8,What are some ways to avoid sports injuries?,7.0,0.978409469127655,"Try to avoid using that muscle if at all possible, or at the very least avoid engaging in the activity that led to your injury (running, lifting weights, etc.). Avoid strenuous physical activity as much as possible for the first 48 to 72 hours after sustaining the injury.",MARCO_1903419
59_8,59,8,What are some ways to avoid sports injuries?,8.0,0.9756858348846436,"15. Cross-training is one of the most effective and safe ways to improve stamina and performance level, as well as a great way to avoid injury. Choose two or more activities that complement each other, such as weight training and trail running, or biking and swimming. 16.",MARCO_301840
59_8,59,8,What are some ways to avoid sports injuries?,9.0,0.9748834371566772,"Kickboxing Often Leads To Injury. Contrary to common belief, kickboxing is actually a great workout to avoid injury. By combining strength moves with fluid movements, you use your muscles much more naturally than some other sports.",MARCO_8477984
61_1,61,1,Who are The Avengers?,1.0,0.9951766729354858,"The Avengers are a series of fictional superhero teams that have starred in the Avengers and related comic book series published by Marvel Comics. Over the years, the teams have featured a rotating lineup composed of a large number of characters. Cover art for Avengers (vol.",MARCO_3351036
61_1,61,1,Who are The Avengers?,2.0,0.992911159992218,"The Avengers (also known as Marvel's The Avengers and classified in the UK and Ireland under the title Marvel Avengers Assemble) is a 2012 American superhero film produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, based on the Marvel Comics superhero team of the same name.",MARCO_5724918
61_1,61,1,Who are The Avengers?,3.0,0.9905143976211548,"Marvel's The Avengers (classified under the name Marvel Avengers Assemble in the United Kingdom and Ireland), or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.",MARCO_4363765
61_1,61,1,Who are The Avengers?,4.0,0.987146019935608,"Comments2 Share. The Avengers (also known as Avengers Assemble in the UK and Ireland) is a 2012 superhero film and the sixth film in the Marvel Cinematic Universe, based on the superhero team the Avengers created by Stan Lee and Jack Kirby.",MARCO_4704944
61_1,61,1,Who are The Avengers?,5.0,0.98025643825531,"The Avengers (2012 film) Marvel's The Avengers (classified under the name Marvel Avengers Assemble in the United Kingdom and Ireland), or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.",MARCO_5126013
61_1,61,1,Who are The Avengers?,6.0,0.9626511931419371,"The team made its debut in The Avengers #1 (Sept. 1963)... The Avengers is a team of superheroes, appearing in comic books published by Marvel Comics. The team made its debut in The Avengers #1 (Sept. 1963)... The Avengers is a team of superheroes, appearing in comic books published by Marvel Comics. The team made its debut in The Avengers #1 (Sept. 1963), created by writer-editor Stan Lee and artist/co-plotter Jack Kirby, following the trend of super-hero teams after the success of DC Comics' Justice League of America.",MARCO_4990836
61_1,61,1,Who are The Avengers?,7.0,0.9506144523620604,"The Avengers. Avengers Tower (previously known as Stark Tower) is a high-rise building complex in the 2012 Marvel action film The Avengers owned by Tony Stark. It is located in Manhattan, New York City. It serves as the headquarters of the superhero team, The Avengers.",MARCO_2549109
61_1,61,1,Who are The Avengers?,8.0,0.9379099011421204,"Avengers: Age of Ultron is a 2015 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2012's The Avengers and the eleventh installment in the Marvel Cinematic Universe (MCU).",MARCO_6246559
61_1,61,1,Who are The Avengers?,9.0,0.9294865727424622,"Avengers: Age of Ultron is a 2015 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sequel to 2012's The Avengers and the eleventh film in the Marvel Cinematic Universe (MCU).",MARCO_7848942
61_2,61,2,Tell me about The Avengers' first appearance.,1.0,0.9853835701942444,"Name: Hawkeye/Clint Barton. First comic appearance: Tales of Suspense #57 (September, 1964), written by Stan Lee, penciled and inked by Don Heck. First appearance in The Avengers (comic): Issue 16 (May, 1965), written by Lee, penciled by Jack Kirby.",MARCO_1712649
61_2,61,2,Tell me about The Avengers' first appearance.,2.0,0.9849048852920532,"The precursor to the Justice League was the Justice Society of America, who first appeared nearly two decades earlier, in All-Star Comics #3 of December 1940. The first appearance of the Avengers as a team was in their self-titled series, in September 1963.",MARCO_5436583
61_2,61,2,Tell me about The Avengers' first appearance.,3.0,0.980194091796875,"Comics (narrative art form) The Justice League of America preceded the Avengers by over three years. The first appearance of the Justice League of America in comics was in The Brave and the Bold #28 in March 1960. The iconic cover featured five heroes battling Starro the Conqueror. In November 1960, the League got its own series, with the first appearance of the supervillain Despero.",MARCO_5436589
61_2,61,2,Tell me about The Avengers' first appearance.,4.0,0.9499257206916808,Kang the conqueror was created by Stan Lee and Jack Kirby. Kang made his first comic book appearance in the pages of Fantastic Four #19 though it was in his Rama-Tut persona. Kang the conqueror made his first appearance in the pages of Avengers #8.,MARCO_5598618
61_2,61,2,Tell me about The Avengers' first appearance.,5.0,0.9438194632530212,"First Appearance: Avengers Annual#23 (August, 1994) Powers/Abilities: Persephone possesses the standard attributes of an Olympian goddess, including superhuman strength (lifting 25 tons), durability, virtual immortality (including immunity to aging) and resistance to disease.",MARCO_1903515
61_2,61,2,Tell me about The Avengers' first appearance.,6.0,0.8953943848609924,"Jul 25, 2010 12:21 AM EDT. Mark Ruffalo made his first appearance as the new Incredible Hulk as Marvel unveiled the complete cast for The Avengers film at Comic-Con Saturday. The 42-year-old actor, best known for dramas such as Shutter Island and Collateral, will be theâ¦ Read more. 02:05 â.",MARCO_5609920
61_2,61,2,Tell me about The Avengers' first appearance.,7.0,0.8633164167404175,Spider-Man: Homecoming (2017) Spider-Man: Homecoming Synopsis. Marvel's Spiderman movie is set to reboot the franchise and bring the iconic Marvel character into The Avengers team. We will see the first appearance of Spider-man in Captain America: Civil War and he'll be wearing two suits.,MARCO_4616521
61_2,61,2,Tell me about The Avengers' first appearance.,8.0,0.843980610370636,"Captain America Comic #1 (First appearance of Captain America) In Marvel Studios first Captain America movie, we saw an origin story that had Steve Rogers go from pipsqueak, to super soldier, to propaganda for selling war bonds, and finally the de facto leader of the Avengers.",MARCO_6826600
61_2,61,2,Tell me about The Avengers' first appearance.,9.0,0.7232787013053894,Marvel's Spiderman movie is set to reboot the franchise and bring the iconic Marvel character into The Avengers team. We will see the first appearance of Spider-man in Captain America: Civil War and he'll be wearing two suits.,MARCO_4927535
61_3,61,3,Who is the most powerful of The Avengers and why?,1.0,0.9912381768226624,"By Jesse Schedeen. Charles Xavier is one of the most powerful heroes in the Marvel Universe. He formed the X-Men and devoted his life to peaceful co-existence between humans and mutants. And in the pages of Avengers vs. X-Men #11 last week, he was finally killed in battle.",MARCO_4599584
61_3,61,3,Who is the most powerful of The Avengers and why?,2.0,0.988243043422699,"Whenever you start talking about teams of heroes, the question of who is the most powerful comes up pretty quickly. Here at Screen Rant we attempt to answer that question with our definitive list of The 20 Most Powerful Members of the Avengers, Ranked. 20. Captain America",MARCO_2201512
61_3,61,3,Who is the most powerful of The Avengers and why?,3.0,0.9861772656440736,"Armed with his powerful enchanted Uru hammer Mjolnir, Thor is the mightiest warrior of Asgard, a founding member of the Avengers and one of the strongest, most powerful beings on Earth. 1  Forums 2  Â». Thor.",MARCO_8193089
61_3,61,3,Who is the most powerful of The Avengers and why?,4.0,0.9819007515907288,"That may seem a tall order, but thereâs no shortage of villains who could fit the bill. Here is our list of the 10 Most Powerful Marvel Villains. The classic Marvel villain Ultron may have been made famous on film in The Avengers: Age of Ultron, but the comic book version is even more dangerous.",MARCO_2451557
61_3,61,3,Who is the most powerful of The Avengers and why?,5.0,0.9726237058639526,"1. Black Panther. TâChalla the Black Panther is the King of Wakanda, a member of the Avengers, and one of the smartest men on the planet. Few people can match his combat skills and keen senses, and heâs been able to best some the most powerful villains in the Marvel Universe.",MARCO_7280110
61_3,61,3,Who is the most powerful of The Avengers and why?,6.0,0.9668761491775512,"Civil War: What's the Deal With Scarlet Witch and Vision? One is a strange telekinetic wielding misfit, the other is a synthezoid with the power of the legendary Mind Stone at his disposal as he tries to better understand humanity. Together, theyâre two of the most powerful members of the Avengers in Captain America: Civil War.",MARCO_4286355
61_3,61,3,Who is the most powerful of The Avengers and why?,7.0,0.966467261314392,"After encountering the Kree hero, Carol Danvers was accidentally subjected to otherworldly radiation that transformed her into a superhuman warrior. Calling herself Ms. Marvel, she established herself as one of Marvel's most powerful and prominent heroes, both as a solo heroine and as a member of the Avengers. She has now adopted the mantle of Captain Marvel for herself and will be joining the MCU real soon after Brie Larson was cast in the role.",MARCO_2252007
61_3,61,3,Who is the most powerful of The Avengers and why?,8.0,0.9535841345787048,"Thor is the Asgardian God of Thunder and the son of Odin, the All-Father of Asgard, and the Elder Earth-Goddess Gaea. Combining the power of both worlds, Thor is arguably the greatest defender of both. Armed with his powerfully enchanted Uru hammer Mjolnir, which can only be lifted by those who are worthy, Thor is the mightiest warrior in all of Asgard. A staunch ally for good and one of the strongest beings on Earth, Thor is also a founding member of the Avengers.",MARCO_8193082
